date,headline
2013-10-21,Will Microsoft (MSFT) Miss Earnings Estimates? - Analyst Blog
2013-10-24,"Stocks Rise; Amazon, Microsoft Up In Extended Trading"
2013-10-25,"Stock Futures Tightly Mixed; Microsoft, Amazon Climbing"
2013-10-31,ETFs to Watch on Recent Microsoft Strength - ETF News And Commentary
2013-11-05,Stocks Trim Part Of Day's Losses; Microsoft Breaks Out
2013-11-06,Stocks Turn Mixed After Early Strength; Microsoft Buoys Dow
2013-11-06,"Stocks Open Up In Mixed Trade; Microsoft Tops Dow, Nasdaq 100"
2013-11-11,Technology Stock Roundup: CSCO/MSFT Steal the Show - Analyst Blog
2013-11-11,"Microsoft XBox One, Sony PS4 Seen Fueling Video Games"
2013-11-13,"Robert Olstein Decreases 37 Companies - MSFT, CSCO, HAR, THO"
2013-11-14,"Short Seller Jim Chanos Buys Yelp, Arch Coal Inc, FXI, Sells Deere, Whole Foods Market, Microsoft"
2013-11-21,TripAdvisor Partners With Microsoft's Bing Search
2013-11-22,"Microsoft Looks to ""Kinect"" with Gamers"
2013-11-26,Microsoft Files Lawsuit Against Acacia - Analyst Blog
2013-12-10,MSFT to Bring Back Start Menu to Windows - Analyst Blog
2013-12-11,Don't Be So Quick to Underestimate the Future of Microsoft
2013-12-11,Microsoft admits Xbox One is in 2nd place behind PS4
2013-12-17,Microsoft narrows CEO hunt to 20 candidates
2013-12-27,MSFT Exec Faces Insider-Trading Charges - Analyst Blog
2014-01-08,Microsoft CEO Search Continues As Ford Chief Bows Out
2014-01-10,Microsoft Cloud Seen Bright Spot Amid CEO Search
2014-01-22,Microsoft Fiscal Q2 Seen Hurt By Weak PC Sales
2014-01-23,Stocks Slump In Higher Volume; Microsoft Up In After Hours
2014-01-24,"Stock Futures Down, Off Lows; Microsoft And Juniper Climb"
2014-01-31,Reports: Microsoft in CEO Contract Talks With Nadella
2014-02-03,"Technology Stock Roundup: GOOG Sells Motorola, MSFT CEO Search Narrows - Analyst Blog"
2014-02-04,Stocks Up Further In Afternoon; Microsoft Pares Gains
2014-02-17,"Weekly Insider Sells Highlight: MSFT, REGN, ATVI, MAA"
2014-02-18,"Microsoft needs to embrace iOS, Android, Gartner says"
2014-03-11,"Microsoft, Amazon Cloud Computing Rivalry May Heat Up"
2014-03-11,Microsoft looks to 'Titanfall' to boost Xbox One
2014-03-13,"Microsoft, Nook to Develop New Reader App"
2014-03-31,Stock Gains Are Broad; Microsoft Hits New High
2014-04-01,Microsoft cuts cloud prices as competition intensifies
2014-04-03,Microsoft Unveils Cortana - Analyst Blog
2014-04-07,"Microsoft, Yahoo latest to fund original Internet TV shows"
2014-04-08,3 ETFs with Most Exposure to Microsoft - ETF News And Commentary
2014-04-08,"Nokia (NOK) and Microsoft (MSFT), Transaction for EUR 5.44B in Cash Expected to Close This Month, TherapeuticsM (TXMD) Positive Results for Vulvar Vaginal Atrophy Capsule"
2014-04-23,Can Microsoft (MSFT) Keep the Earnings Streak Alive? - Analyst Blog
2014-04-24,"Stocks End Mixed; Amazon, Microsoft Up After Hours"
2014-04-25,Tech ETFs to Benefit from Microsoft Earnings Beat - ETF News And Commentary
2014-04-25,Microsoft's Q3 Betters Estimates - Analyst Blog
2014-04-25,"Digital Video Push: Microsoft, AOL's Pact"
2014-04-25,Microsoft to get AOL content
2014-04-29,"Microsoft targets Box, Dropbox in online storage push"
2014-05-04,"Weekly Insider Sells Highlight: MSFT, MAN, RE, TXN"
2014-05-05,Microsoft Holds Business Software Market Share Lead
2014-05-14,Microsoft to Slash Xbox One Price by $100 - Analyst Blog
2014-05-20,Samsung and Microsoft Are Key Catalysts for Atmel
2014-06-27,"Dow 30 Stock Roundup: Microsoft Announces Nokia X2, GE Wins Alstom Board Approval - Analyst Blog"
2014-07-02,"Microsoft, Google Team Up to Improve Data Networks"
2014-07-03,"Microsoft, Canon Ink Cross-License Deal - Analyst Blog"
2014-07-08,Microsoft Unveils Kinect 2.0 for Windows v2 - Analyst Blog
2014-07-16,"George Soros Keeps Buying TEVA, EQT, YPF, EGN, CZR And Keeps Selling GOOGL, BA, MSFT, HAR"
2014-07-18,"Tech Rewind: Tech Earnings, Job Cuts at Microsoft"
2014-07-21,Can Microsoft (MSFT) Surprise this Earnings Season? - Analyst Blog
2014-07-22,Stocks Post Moderate Gains; Microsoft Misses On EPS
2014-07-22,"Stocks Rise; Apple, Microsoft Steady In Post-Session"
2014-07-23,ETFs to Watch on Apple Earnings Beat and Microsoft Miss - ETF News And Commentary
2014-07-23,Microsoft Q4 Earnings: Restructuring/Refocus Drives Shares - Analyst Blog
2014-07-25,"Dow 30 Stock Roundup: Boeing, Verizon, UTX Beat Estimates, AT&T, MSFT, MCD Miss - Analyst Blog"
2014-08-06,Microsoft expands Surface availability as losses mount
2014-09-05,Microsoft (MSFT) Unveils Mid-Range Lumia Smartphones - Analyst Blog
2014-09-05,"Dow 30 Stock Roundup: MSFT Widens Surface Pro 3 Availability, MCD Shutters Several Russia Units - Analyst Blog"
2014-09-08,"Stocks Start Week Quietly Mixed; Microsoft, SanDisk Pull Higher"
2014-09-24,Microsoft Defers Xbox One Launch in China to Sep 29 - Analyst Blog
2014-09-30,Microsoft & Pearson VUE Team Up for Certification Programs - Analyst Blog
2014-10-01,Microsoft's WebDirect Payment Services Available in China - Analyst Blog
2014-10-07,Microsoft (MSFT) Launches Lumia 830 Smartphone in UK - Analyst Blog
2014-10-08,"Microsoft Looks to Acquire Equivio, Signs Letter of Intent - Analyst Blog"
2014-10-10,"Dow 30 Stock Roundup: Boeing Q3 Deliveries Rise, Microsoft Launches Lumia 830 - Analyst Blog"
2014-10-14,"Microsoft-Salesforce Reveal Joint Solutions, Boost Alliance - Analyst Blog"
2014-10-20,Will Microsoft (MSFT) Surprise this Earnings Season? - Analyst Blog
2014-10-23,Microsoft Bucks Negative Tech Trend With Q1 Beat
2014-10-26,Microsoft - A Strong Buying Proposition
2014-10-28,Ingram Micro Helps Channel Partners Embrace the Cloud Through Microsoft Cloud Solution Provider ...
2014-10-30,"Microsoft Band will track health, pay for coffee"
2014-11-04,"Microsoft (MSFT) Ends Windows 7, Windows 8 Retail Sales - Analyst Blog"
2014-11-05,Microsoft Honors SolarWinds(R) Head Geek Lawrence Garvin With 10th Microsoft(R) MVP Award
2014-11-06,Microsoft Ties with Dropbox to Expand Office into Mobile - Analyst Blog
2014-11-07,Microsoft Office 365 Now Available for Free on Mobiles - Analyst Blog
2014-11-10,Ingram Micro Wins Microsoft's Excellence in Operations -- Gold Level Award
2014-11-14,Microsoft Buys Aorato to Boost Active Directory Security - Analyst Blog
2014-11-17,Microsoft's Xbox One Sales Up on Price Cut & New Content - Analyst Blog
2014-11-25,Microsoft Sues IRS to Enforce its Right to Information - Analyst Blog
2014-11-26,Microsoft to Pay $140M Fine for Tax Evasion in China - Analyst Blog
2014-11-28,Is Microsoft (MSFT) Set to Buy Mobile Email App Acompli? - Analyst Blog
2014-12-04,Microsoft might loosen purse strings for shareholders
2014-12-04,"Barnes & Noble Ends Microsoft Venture, Q2 EPS Misses"
2014-12-05,"Microsoft, Barnes & Noble Terminate Nook Media Agreement - Analyst Blog"
2014-12-08,Technology Stock Roundup: Tech Stocks Down But MSFT/INTC Gain - Analyst Blog
2014-12-09,Microsoft License Mobility Available for Google Cloud - Analyst Blog
2014-12-11,Microsoft (MSFT) Looks to Release Windows 10 by Next Fall - Analyst Blog
2014-12-12,Microsoft (MSFT) Now Accepts Bitcoin Payment Via BitPay - Analyst Blog
2014-12-15,Microsoft Tops Corporate Cloud Spending List
2014-12-15,A10 Networks Receives Additional Microsoft Lync Server Certification for Application Delivery ...
2014-12-16,Microsoft to Open Source Project Orleans Early Next Year - Analyst Blog
2014-12-16,"S&P 500, Nasdaq Down; Dow Flat; Microsoft Slumps On Downgrade"
2014-12-18,Digital River Soars on Extended Agreement with Microsoft - Analyst Blog
2014-12-18,Microsoft Azure to Offer IronWorker Application Service - Analyst Blog
2014-12-22,"Microsoft, VirnetX Settle Patent Infringement Disputes - Analyst Blog"
2014-12-22,Sphere 3D Enters Multi-Year OEM Embedded Agreement With Microsoft
2014-12-26,Microsoft's Xbox Online Services Go Down on Christmas Day - Analyst Blog
2014-12-29,Microsoft Ex-CEO & Other Executives Sued by IRS over Taxes - Analyst Blog
2014-12-31,Rackspace Could Partner With Google And Microsoft
2015-01-16,"Dow 30 Stock Roundup: JPM Results Disappoint, Microsoft Launches Affordable Handsets - Analyst Blog"
2015-01-22,Will Microsoft's (MSFT) Q2 Earnings Surprise on Cloud & IoT? - Analyst Blog
2015-01-26,Stocks Finish With Small Gains; Microsoft Down After Hours
2015-01-27,Wall Street Breakfast: Microsoft Profit Stung By Sluggish Windows
2015-01-27,"Stock Futures Take A Data Dive, Caterpillar, Microsoft Join In"
2015-01-27,ETFs to Watch on Microsoft Earnings Beat - ETF News And Commentary
2015-01-27,"MU, NVDA, STX, WDC hit hard by MSFT"
2015-01-27,"Microsoft Tops Q2 Estimates, Business Model Transition On - Analyst Blog"
2015-01-28,Microcap Market Update NTIP SSNT INUV ICTV CRDS USEL AAPL MSFT CSCO DIRI
2015-01-28,Microsoft Disappointed? Try These Software Stocks Instead - Analyst Blog
2015-01-28,Microsoft (MSFT) in Focus: Stock Tumbles 9.3% - Tale of the Tape
2015-02-01,"Insider Buys And Sells: A. M. Castle, Microsoft"
2015-02-02,"Weekly Insider Sells Highlight: FDO, MSFT, ISRG, INTC"
2015-02-03,Microsoft's Surface Pro 3 Tablet Prices Cut by $100 - Analyst Blog
2015-02-03,Netlist +6.7% on Microsoft cloud deal
2015-02-03,Microsoft Price Cuts Might Not Hurt Rival Tableau
2015-02-05,Software Speak: MSFT's Cyanogen Buy Signals War on Android - Analyst Blog
2015-02-08,"Insider Buys And Sells: Hess Corp., Microsoft"
2015-02-10,Infineon TPM Chips Secure Microsoft Surface Pro 3 Tablets - Analyst Blog
2015-02-10,Clash Of The Titans - Microsoft vs. Intel
2015-02-17,"Microsoft Relying More On Third-Party CDNs, Limelight Networks Getting More Business"
2015-02-17,Microsoft Surface Pro 3 Tablet Discount Extended to Feb 28 - Analyst Blog
2015-02-18,"Amazon Web Services leads, but Microsoft Azure catching up"
2015-02-20,"Video Game Stock Roundup: Zynga Dips, Sony Tops Microsoft in Shipments - Analyst Blog"
2015-02-24,Microsoft Should Craft And Mine More Mobile Games
2015-02-24,Microsoft Focusing On Mobility
2015-02-25,"VirnetX Breaks Out - Take the Hint (VRNG, AAPL, VHC, MSFT)"
2015-02-27,"Microsoft, Paychex Dole Out Healthy Yields"
2015-03-02,"Cloud Computing Wars 2015 - Google, Microsoft, Docker, Sphere 3D And VMware"
2015-03-06,Microsoft Releases Free Preview of Office 2016 for Mac - Analyst Blog
2015-03-13,Microsoft and Cisco Collaborate to Target Cloud Vendors - Analyst Blog
2015-03-14,"Microsoft (MSFT) is a Sell, Buy These Top Ranked Tech Stocks Instead - Stocks in the News"
2015-03-17,"The Zacks Analyst Blog Highlights: Microsoft, DST Systems, Interactive Intelligence and MicroStrategy - Press Releases"
2015-03-18,"Qihoo +4.5% after Nomura target hike, Microsoft deal"
2015-03-18,"Microsoft, Salesforce Buy Into Predictive Analytics"
2015-03-18,Sling TV Debuts on Microsoft's (MSFT) Xbox One Console - Analyst Blog
2015-03-18,Polycom higher after announcing Microsoft partnership
2015-03-19,Microsoft to Offer Free Windows 10 Update to China - Analyst Blog
2015-03-19,"Polycom, Microsoft Extend Ties with RoundTable 100 Launch - Analyst Blog"
2015-03-20,Polycom's Expanded Agreement With Microsoft Positive For Investors
2015-03-23,"Technology Stock Roundup: FB, YHOO, MSFT Rally Strongly - Analyst Blog"
2015-03-23,"The Zacks Analyst Blog Highlights: Electronic Arts, Glu Mobile, Scientific Games and Microsoft - Press Releases"
2015-03-24,"The Zacks Analyst Blog Highlights: Facebook, Yahoo, Microsoft and Google - Press Releases"
2015-03-24,Microsoft Allies with Leading OEMs to Pre-Install Apps - Analyst Blog
2015-03-25,"The Zacks Analyst Blog Highlights: Microsoft, Google, Apple and Groupon - Press Releases"
2015-03-26,Microsoft Makes inroads on Android Phones with Windows 10 - Analyst Blog
2015-03-27,Microsoft: The China Mobile-Backed Lenovo Windows 10 Smartphone Could Be A Future Tailwind
2015-03-29,Don't Over Think It: Buy Microsoft
2015-03-31,"The Zacks Analyst Blog Highlights: Google, Johnson & Johnson, AbbVie, Yahoo and Microsoft - Press Releases"
2015-03-31,Microsoft launches $499 Surface 3 tablet
2015-04-01,Microsoft's Surface Family Widens with Surface 3 Launch - Analyst Blog
2015-04-02,"Amkor Technology, Moelis, Microsoft, Baidu and Microsoft highlighted as Zacks Bull and Bear of the Day - Press Releases"
2015-04-02,Microsoft's Surface 3: A New Beginning For Wintel
2015-04-04,Microsoft's Surface 3 Tablet Kicks ARM To The Curb: Nvidia Can Capitalize On Maxwell
2015-04-10,Microsoft Has a Positive Outlook
2015-04-13,"Technology Stock Roundup: FB Ad Exchange, MSFT Azure - Analyst Blog"
2015-04-13,Microsoft Inks Several Deals for Azure Cloud Service - Analyst Blog
2015-04-14,Microsoft buys mobile BI/analytics upstart Datazen
2015-04-14,"Valeant Pharma, Lindsay, Intel, Google and Microsoft highlighted as Zacks Bull and Bear of the Day - Press Releases"
2015-04-16,"Yahoo, Microsoft Revamp Search Alliance; Bing Gains"
2015-04-16,"Yahoo, Microsoft Redo Deal"
2015-04-16,"Microsoft, Yahoo restructure search pact; no PC/mobile exclusivity"
2015-04-16,Microsoft Honors SolarWinds Head Geek Thomas LaRock With Seventh Microsoft MVP Award
2015-04-17,Microsoft (MSFT) Acquires Mobile Analytics Firm Datazen - Analyst Blog
2015-04-17,Yahoo Modifies Search Partnership with Microsoft's Bing - Analyst Blog
2015-04-20,"The Zacks Analyst Blog Highlights: Yahoo, Microsoft, Google and Apple - Press Releases"
2015-04-21,"Yahoo, Microsoft add termination clause to search pact"
2015-04-21,"The Zacks Analyst Blog Highlights: Intel, Netflix, Yahoo, Microsoft and Applied Materials - Press Releases"
2015-04-21,Will Microsoft (MSFT) Disappoint Q3 Earnings Estimates? - Analyst Blog
2015-04-23,"Google, Amazon, Starbucks, Microsoft Move Late On EPS"
2015-04-24,"Infinera, Louisiana Pacific, Google, Amazon and Microsoft highlighted as Zacks Bull and Bear of the Day - Press Releases"
2015-04-24,Gigamon and Microsoft Surpass Estimates; Wynn Resorts Moment of Truth
2015-04-24,"Gigamon Inc (GIMO) and Microsoft Corp (MSFT) Surpass Estimates, Wynn Resorts Ltd (WYNN) Moment of Truth"
2015-04-24,"Nasdaq Takes Lead In Mixed Open; Microsoft Surges, Biogen Dives"
2015-04-28,"The Zacks Analyst Blog Highlights: Google, Yahoo, Microsoft, Facebook and eBay - Press Releases"
2015-04-30,Big Movers Wednesday and Stocks on Clouds TWTR BWLD WYNN HUM SSYS CMG YELP GPRO AMBA LOGM CRM VMW IBM MSFT AMZN
2015-05-01,Can Yahoo's New Search Deal With Microsoft Help To Control Its Spiraling TAC?
2015-05-08,"The Zacks Analyst Blog Highlights: Google, Amazon, Microsoft and Groupon - Press Releases"
2015-05-08,Microsoft: Private Cloud Access For Office 365 Will Accelerate Cloud Adoption
2015-05-12,Microsoft Invests in Undersea Cables to Connect Datacenters - Analyst Blog
2015-05-13,U.S. Stock Indexes Inch Ahead; Microsoft Gaps Up On Upgrade
2015-05-19,"Amazon, Microsoft, Google Squeeze Rivals In Cloud"
2015-05-22,Is Microsoft (MSFT) Making Collaboration Applications? - Analyst Blog
2015-05-26,"Weekly Insider Sells Highlight: MSFT, VMW, TWTR, JAH"
2015-05-26,Salesforce Turns Down Microsoft's $55 Billion Buyout Offer
2015-05-27,"Stock Indexes Rebound Strongly; Microsoft, Intel Lead Blue Chips"
2015-05-28,"CA Rally Deal Boosts Rivalry With IBM, Microsoft"
2015-06-01,Globalstar slides 12.6% as Microsoft urges rejection of technology
2015-06-02,Microsoft (MSFT) to Release New OS Windows 10 on Jul 29 - Analyst Blog
2015-06-04,"Juniper Networks, Cincinnati Financial, Walt Disney, Hasbro and Microsoft highlighted as Zacks Bull and Bear of the Day - Press Releases"
2015-06-04,"Jeff Ubben Adds to Stakes in Microsoft, Halliburton, Baker Hughes in First Quarter"
2015-06-08,"Wedbush watching E3 for console tidbits from Microsoft, Sony"
2015-06-10,Microsoft Cuts Xbox One Price; Launches Updated Version - Analyst Blog
2015-06-10,Los Angeles' Nokia Theatre to be Called Microsoft Theater - Analyst Blog
2015-06-10,Microsoft: MailChimp Power BI Partnership Continues Content Packet And Integration Momentum
2015-06-12,"Dow 30 Stock Roundup: Caterpillar Ups Dividend, Microsoft Cuts Xbox One Price - Analyst Blog"
2015-06-15,"Microsoft rolls out new 'Halo,' 'Gears of War' games"
2015-06-15,GameStop lower following Microsoft development
2015-06-19,"Video Game Stock Roundup: Sony, Microsoft in Limelight at E3 - Analyst Blog"
2015-06-19,"EA Outshines FB, MSFT Virtual Reality at E3 - Video Blog"
2015-06-22,"The Zacks Analyst Blog Highlights: Cisco Systems, Polycom, Logitech International, Microsoft and Adobe Systems - Press Releases"
2015-06-22,Confusion: Microsoft Giving Away Windows 10 for Free? - Analyst Blog
2015-06-24,Microsoft: Dell Datawatch Integration Puts Pressure On Power BI And Designer Summer Update
2015-06-26,Video Game Stock Roundup: Microsoft Inks Deal with NASA for HoloLens - Analyst Blog
2015-06-29,"HoloLens, Console Sweet Spot and More Gaming Stock News (MSFT, EA, TTWO, NTES & SPYR)"
2015-06-30,Microsoft's Display Advertising Business Now Belongs to AOL - Analyst Blog
2015-07-01,"Intel Seen Hurt By PC Weakness, Microsoft Shift"
2015-07-07,"The Zacks Analyst Blog Highlights: Facebook, Apple, Google, Microsoft and Yahoo - Press Releases"
2015-07-07,Microsoft Expands Patent Cross-License Deal with Kyocera - Analyst Blog
2015-07-07,Workday higher after The Information makes case for Microsoft deal
2015-07-09,Microsoft And The Phony Cloud Price Hike
2015-07-12,IBM: Microsoft's Power BI Summer Update Renews Tableau/Watson Synergy Chatter
2015-07-13,Rackspace Might Have Just Lost Its Edge To Microsoft
2015-07-13,Microsoft racks up new deal
2015-07-13,"Microsoft unveils Cortana Analytics Suite, GigJam productivity service"
2015-07-13,"Microsoft, Rackspace In 'Fanatical' Cloud Agreement"
2015-07-13,Rackspace rallies on Microsoft Azure deal
2015-07-13,Ingram Micro Capitalizes on Cloud Leadership With Innovative Announcements at Microsoft World ...
2015-07-14,Three Stocks To Buy Right Now MBLY SPLK DATA VDSI MSFT CRM
2015-07-14,"Microsoft, Rackspace In 'Fanatical' Cloud Agreement"
2015-07-15,Sphere 3D SnapCLOUD(TM) Maintenant disponible dans Microsoft Azure Marketplace
2015-07-16,"Tibco Couldn't Stop Tableau, Can Microsoft?"
2015-07-17,Microsoft Boosts Dynamics CRM Services with FieldOne Buy - Analyst Blog
2015-07-21,"Tech Heavy Earnings Expected After The Closing Bell: Apple, Microsoft And Yahoo! Take The Stage"
2015-07-21,Apple Tumbles After Earnings AAPL MSFT YHOO CMG GOOG GOOGL NFLX
2015-07-21,"Apple, Yahoo & Microsoft Report Earnings, Sell Off - Analyst Blog"
2015-07-22,"Take Two Interactive, Forex Capital Markets, Apple, Microsoft and Yahoo highlighted as Zacks Bull and Bear of the Day - Press Releases"
2015-07-22,"Apple, Microsoft Pull Nasdaq Lower; Cirrus Up Late"
2015-07-22,ETFs in Spotlight after Apple and Microsoft Earnings - ETF News And Commentary
2015-07-22,"Microsoft Tops Q4 Earnings Estimates, Investors Unimpressed - Analyst Blog"
2015-07-22,Is It Good That Microsoft Lost The Console War?
2015-07-24,4 Cloud Stocks to Watch After Amazon & Microsoft - Analyst Blog
2015-07-27,"The Zacks Analyst Blog Highlights: Amazon, Microsoft, Cisco, SAP and Equinix - Press Releases"
2015-07-27,"Tech Earnings Roundup: AAPL, AMZN, MSFT, TRIP, SNDK & More - Analyst Blog"
2015-07-28,"AVRA is Going After the Real Opportunity Bitcoin is Presenting (MSFT, MA, AVRN, V, OSTK)"
2015-07-28,"The Zacks Analyst Blog Highlights: Microsoft, Sony, Take Two Interactive, Electronic Arts and Activision - Press Releases"
2015-07-28,"The Zacks Analyst Blog Highlights: Amazon, SanDisk, Apple, Microsoft and TripAdvisor - Press Releases"
2015-07-29,Microsoft hopes to woo back consumers with Windows 10
2015-08-03,Microsoft's Day 1 Success: 14M Windows 10 Downloads - Analyst Blog
2015-08-04,"AGCO, TripAdvisor, Microsoft, ACI Worldwide and Cadence Design Systems highlighted as Zacks Bull and Bear of the Day - Press Releases"
2015-08-05,"Amazon, Microsoft Show Bigger Is Better In Cloud"
2015-08-06,$5.3B Informatica acquisition closes; Microsoft and Salesforce invest
2015-08-07,Microsoft (MSFT) Rolls Out New Productivity Apps for iOS - Analyst Blog
2015-08-10,Weekly Wrap-Up Market Forecast Sector Watch SPX Nasdaq FAS BTK IGV ASHR GS CSCO JNPR ANET FFIV MSFT CYBR ADBE BIIB CELG AMGN GILD BIDU NTES BABA JASO
2015-08-11,"The Zacks Analyst Blog Highlights: Apple, Intel, VMware, Microsoft, Google and Yahoo - Press Releases"
2015-08-14,Microsoft Integrates Microsoft Account & Azure AD Identity
2015-08-17,Ingram Micro Announces Worldwide Availability of Microsoft Advisor to CSP Service Plan
2015-08-17,Still Reading the News? Hear it on Microsoft's NewsCast App
2015-08-18,"The Zacks Analyst Blog Highlights: Microsoft, Apple, Facebook and Yahoo"
2015-08-20,Microsoft Azure Networking Ports to Cavium XPliant Switches
